id,title,company,location,job_description,skills,role
3019,Cloud Engineer (Lead),MegaSoft,Singapore,Exciting opportunity for a Cloud Engineer to make an impact.,"Docker, Documentation, Terraform, Azure, Remote Work, Presentation Skills, Security, Linux, Agile",Cloud Engineer
6861,Operations Analyst (Junior),SmartSolutions,San Francisco,Operations Analyst position with growth opportunities.,"Public Speaking, Cross-functional, Operations, Dashboards, KPIs, Remote Work, SQL",Operations Analyst
1240,Flutter Developer (Senior),MegaSoft,Austin,Flutter Developer position with growth opportunities.,"Public Speaking, Dart, Trello, iOS, Decision Making, Documentation, Leadership, Negotiation, Presentation Skills, Zoom",Flutter Developer
9902,Desktop Support Engineer (Mid-level),InnovateTech,London,Experienced individual needed to help scale our operations globally.,"Remote Support, Desktop Support, Customer Service, Troubleshooting",Desktop Support Engineer
5413,Graphic Designer (Junior),SmartSolutions,Boston,"Join our team to work on cross-functional, high-impact deliverables.","Adobe Illustrator, Branding, Remote Work, Logo Design, Interpersonal Skills, Self-Motivated, Print Design, Slack",Graphic Designer
8607,VP of Engineering (Mid-level),DataMind,Chicago,Looking for a skilled VP of Engineering to join our team.,"Organization Building, Technical Vision, Adaptability, Budget, Analytical Skills, Process Improvement, Cross-functional Collaboration, Emotional Intelligence",VP of Engineering
176,Frontend Developer (Mid-level),DataMind,London,Seeking a passionate Frontend Developer to drive innovation.,"Angular, Redux, React, JavaScript, CSS",Frontend Developer
4089,Application Security Engineer (Junior),DataDriven,Boston,Seeking a passionate Application Security Engineer to drive innovation.,"Organization, Writing, Vulnerability Management, Microsoft Office, Code Review, Penetration Testing, Critical Thinking, Analytical Skills, Strategic Planning",Application Security Engineer
3300,Systems Administrator (Principal),TechCorp,London,"Join our team to work on cross-functional, high-impact deliverables.","DNS, Strategic Planning, Attention to Detail, Security, Linux, Zoom, Research",Systems Administrator
3932,Cybersecurity Analyst (Principal),FutureSoft,Seattle,Seeking a passionate Cybersecurity Analyst to drive innovation.,"Risk Assessment, Compliance, Malware Analysis, Incident Response, Splunk, Security, SIEM",Cybersecurity Analyst
3323,Systems Administrator (Mid-level),InnovateTech,Seattle,"Strategic thinker required for this dynamic, challenging position.","Writing, Decision Making, Problem Solving, Security, Data Entry, Linux, Active Directory",Systems Administrator
2452,Generative AI Engineer (Senior),DataMind,Seattle,We are hiring a talented Generative AI Engineer for our growing team.,"Customer Focus, Writing, Transformers, Deep Learning, Adaptability, PyTorch, Attention to Detail, Image Generation, Innovation, Stable Diffusion",Generative AI Engineer
2526,AI Product Manager (Junior),NetPro,Remote,Looking for a skilled AI Product Manager to join our team.,"Machine Learning, Stakeholder Management, Roadmapping, User Research, Strategy, Analytics",AI Product Manager
8720,Tech Lead (Mid-level),WebWorks,New York,Experienced individual needed to help scale our operations globally.,"Development, Agile, Mentoring, Architecture",Tech Lead
1364,AI/ML Engineer (Principal),DataDriven,Berlin,Experienced individual needed to help scale our operations globally.,"TensorFlow, Machine Learning, Decision Making, Agile, Deep Learning, Innovation, Leadership, Asana, PyTorch, Strategic Planning, Interpersonal Skills, Data Entry, NLP, Python, Computer Vision",AI/ML Engineer
610,Junior Developer (Mid-level),GlobalTech,Denver,We are hiring! Come build the future with our industry leading team.,"Problem Solving, Interpersonal Skills, Microsoft Office, JavaScript, Analytical Skills, Team Work, SQL, Python",Junior Developer
7121,Customer Success Engineer (Senior),DataMind,Miami,Open position: Customer Success Engineer with competitive compensation.,"Google Workspace, Customer Focus, Product Knowledge, Presentation Skills, Critical Thinking, Social Media, Technical Support, Communication",Customer Success Engineer
4815,SDET (Lead),CodeFactory,Bangalore,Open position: SDET with competitive compensation.,"Selenium, Strategic Planning, Basic HTML, Customer Service, Python",SDET
6467,Product Owner (Senior),CloudNine,Singapore,Experienced individual needed to help scale our operations globally.,"Project Coordination, Scrum, Stakeholder Management, Innovation, Roadmapping, Editing, Agile, User Stories",Product Owner
3472,Network Engineer (Mid-level),SmartSolutions,Chicago,We are hiring! Come build the future with our industry leading team.,"Cisco, Firewall, Security, CCNA, Networking",Network Engineer
125,Frontend Developer (Junior),CloudNine,Austin,"Join our team to work on cross-functional, high-impact deliverables.","Google Workspace, HTML/CSS, Decision Making, JavaScript, Mentoring, Presentation Skills, Work Ethic, CSS, Webpack",Frontend Developer
2330,LLM Engineer (Lead),SmartSolutions,London,"Strategic thinker required for this dynamic, challenging position.","Writing, Transformers, Fine-tuning, Asana, Vector Database, Mentoring, Remote Work, Work Ethic, Time Management, Python",LLM Engineer
8263,Robotics Engineer (Junior),SysTech,Seattle,Join us as a Robotics Engineer and work on cutting-edge technology.,"Multitasking, C++, ROS, Problem Solving, Microsoft Office, Negotiation, Sensors, Robotics, Attention to Detail, Time Management, Data Entry, Zoom, Python",Robotics Engineer
3879,Security Engineer (Lead),MegaSoft,Toronto,We are hiring a talented Security Engineer for our growing team.,"Vulnerability Assessment, Firewalls",Security Engineer
8724,Tech Lead (Junior),TechCorp,Chicago,We need an experienced Tech Lead for exciting projects.,"Project Coordination, Technical Leadership, Trello, Code Review, Mentoring, Social Media, System Design, Research, Slack",Tech Lead
5175,UI/UX Designer (Junior),WebWorks,Singapore,UI/UX Designer position with growth opportunities.,"Design Systems, Figma, User Testing, UI Design, Accessibility, Wireframing",UI/UX Designer
3092,Site Reliability Engineer (Junior),NetPro,Austin,We are hiring a talented Site Reliability Engineer for our growing team.,"Monitoring, SLOs, Adaptability, Leadership, Presentation Skills, Remote Work, Linux, Agile",Site Reliability Engineer
3731,Release Engineer (Principal),AppMasters,New York,We need an experienced Release Engineer for exciting projects.,"Public Speaking, Docker, Cross-functional, Git, Jenkins, Deployment, Creativity, Data Analysis, Automation, Data Entry, Emotional Intelligence, Research, Slack",Release Engineer
1137,React Native Developer (Mid-level),StartupX,Berlin,"Join our team to work on cross-functional, high-impact deliverables.","Public Speaking, Firebase, Mobile, Cross-functional, Organization, Customer Focus, Android, Decision Making, JavaScript, TypeScript, Attention to Detail, Interpersonal Skills, Emotional Intelligence",React Native Developer
7305,Support Engineer (Lead),FutureSoft,San Francisco,We are hiring a talented Support Engineer for our growing team.,"Public Speaking, Organization, Troubleshooting, Decision Making, Documentation, Presentation Skills, Team Work, Customer Service, Communication",Support Engineer
7836,Blockchain Developer (Mid-level),StartupX,Seattle,We are hiring a talented Blockchain Developer for our growing team.,"Blockchain, Customer Focus, NFT, Web3, Excel, Solidity, Cryptography, Negotiation, Presentation Skills, Smart Contracts",Blockchain Developer
212,Backend Developer (Principal),CloudNine,San Francisco,Exciting opportunity for a Backend Developer to make an impact.,"Docker, Customer Focus, Emotional Intelligence, PostgreSQL, Collaboration, Python",Backend Developer
1310,Flutter Developer (Principal),InnovateTech,Toronto,"Strategic thinker required for this dynamic, challenging position.","Dart, Firebase, Mobile, Android, Flutter",Flutter Developer
3211,Platform Engineer (Mid-level),AIVentures,Miami,"Join our team to work on cross-functional, high-impact deliverables.","Public Speaking, Docker, Cloud, Excel, Kubernetes, CI/CD, GitOps, Remote Work, Innovation",Platform Engineer
9290,Solutions Engineer (Lead),DevHub,San Francisco,Exciting opportunity for a Solutions Engineer to make an impact.,"API, Cloud, Writing, Conflict Resolution, Product Knowledge, Architecture, Critical Thinking, Data Analysis, Communication",Solutions Engineer
1603,Data Analyst (Junior),DataMind,Singapore,"Strategic thinker required for this dynamic, challenging position.","Power BI, Excel",Data Analyst
9097,SEO Specialist (Mid-level),CloudNine,Bangalore,SEO Specialist position with growth opportunities.,"Project Coordination, Organization, Google Analytics, Excel, Link Building, Search Console, Emotional Intelligence, Analytics",SEO Specialist
7345,Solutions Architect (Principal),DevHub,Berlin,Solutions Architect position with growth opportunities.,"Project Coordination, Cloud, Integration, Trello, Zoom, Negotiation, Architecture, Security, Strategic Planning",Solutions Architect
6419,Product Owner (Principal),InnovateTech,Singapore,Open position: Product Owner with competitive compensation.,"Scrum, Trello, Problem Solving, Strategic Planning, Product Ownership, Editing, Analytical Skills, Team Work, Backlog Management, Jira, Communication, User Stories",Product Owner
6733,Systems Analyst (Mid-level),GlobalTech,Seattle,We need an experienced Systems Analyst for exciting projects.,"Continuous Learning, Writing, UML, Stakeholder Management, Systems Analysis, Self-Motivated, Presentation Skills, Analytical Skills, Requirements, Agile",Systems Analyst
9504,Technology Consultant (Principal),CloudFirst,Boston,Experienced individual needed to help scale our operations globally.,"Customer Service, Customer Focus, Agile, Problem Solving, Project Management, Negotiation, Strategic Planning, Collaboration, Emotional Intelligence, Strategy, Analytics",Technology Consultant
9771,IT Administrator (Mid-level),InnovateTech,Miami,Seeking a passionate IT Administrator to drive innovation.,"Windows, Active Directory",IT Administrator
9249,Sales Engineer (Junior),GlobalTech,Singapore,Experienced individual needed to help scale our operations globally.,"Project Coordination, Google Workspace, Solution Design, Technical Knowledge, Research, Pre-sales, Adaptability, POC, Technical Sales, Editing, Team Work, WordPress, Communication",Sales Engineer
7497,Enterprise Architect (Junior),WebWorks,Miami,We are hiring! Come build the future with our industry leading team.,"Cross-functional, Organization, Integration, Solution Design, Agile, Mentoring, Remote Work, Work Ethic, Attention to Detail, Data Entry, Business Analysis, Strategy",Enterprise Architect
399,Software Engineer (Mid-level),CloudNine,New York,"Strategic thinker required for this dynamic, challenging position.","Docker, C++, Java, Research, Excel, Self-Motivated, Negotiation, Interpersonal Skills, Linux, Agile, Python",Software Engineer
2412,Generative AI Engineer (Principal),CloudNine,San Francisco,We need an experienced Generative AI Engineer for exciting projects.,"Generative AI, LLM, Stable Diffusion, Python",Generative AI Engineer
4708,QA Engineer (Senior),StartupX,Miami,"Strategic thinker required for this dynamic, challenging position.","Team Work, Cypress, Bug Tracking, Java, Editing, Data Analysis, Automation, API Testing, Testing, Communication",QA Engineer
677,Web Developer (Principal),MegaSoft,Seattle,Exciting opportunity for a Web Developer to make an impact.,"Multitasking, HTML/CSS, Zoom, JavaScript, Adaptability, Mentoring, SEO, Attention to Detail, CSS, Creativity, jQuery, WordPress",Web Developer
5737,Interaction Designer (Principal),SmartSolutions,Austin,We are hiring! Come build the future with our industry leading team.,"Public Speaking, Prototyping, Figma, Interpersonal Skills, Basic HTML",Interaction Designer
4943,Performance Engineer (Lead),CloudNine,Chicago,We are hiring! Come build the future with our industry leading team.,"Profiling, Gatling, Monitoring, Performance Testing, Documentation, New Relic, Leadership, Negotiation, Mentoring, Load Testing, Attention to Detail, JMeter",Performance Engineer
9653,IT Manager (Senior),FutureSoft,Boston,We are hiring! Come build the future with our industry leading team.,"Vendor Management, IT Management, Budget, Security",IT Manager
3072,Cloud Engineer (Junior),AIVentures,Singapore,We need an experienced Cloud Engineer for exciting projects.,"Public Speaking, Project Coordination, Kubernetes, Terraform, Leadership, Google Cloud, CloudFormation, Azure, Basic HTML, Linux, Customer Service, Networking",Cloud Engineer
4577,Database Architect (Principal),InnovateTech,Boston,Experienced individual needed to help scale our operations globally.,"MySQL, Continuous Learning, Interpersonal Skills, Data Warehousing, Performance, Architecture, Presentation Skills, Analytical Skills, Team Work, Data Entry, WordPress",Database Architect
4587,Database Architect (Senior),DigitalEdge,San Francisco,We are hiring! Come build the future with our industry leading team.,"MySQL, Conflict Resolution, PostgreSQL, Asana, Scalability, Social Media, Work Ethic, Data Analysis, SQL",Database Architect
753,API Developer (Senior),AIVentures,Berlin,Experienced individual needed to help scale our operations globally.,"Project Coordination, GraphQL, Trello, Node.js, REST API, Presentation Skills, Attention to Detail, Python",API Developer
2438,Generative AI Engineer (Mid-level),DevHub,Singapore,"Join our team to work on cross-functional, high-impact deliverables.","Transformers, Deep Learning, Fine-tuning, PyTorch, Stable Diffusion",Generative AI Engineer
9924,Desktop Support Engineer (Mid-level),NextGen,Los Angeles,Seeking a detail-oriented expert with a proven track record of success.,"Continuous Learning, Software Installation, Basic HTML, Social Media, Remote Support, Hardware",Desktop Support Engineer
9168,Sales Engineer (Senior),DataMind,Toronto,Seeking a detail-oriented expert with a proven track record of success.,"Pre-sales, Technical Knowledge, API, POC",Sales Engineer
1807,Machine Learning Engineer (Mid-level),CloudFirst,Boston,Exciting opportunity for a Machine Learning Engineer to make an impact.,"Project Coordination, TensorFlow, Asana, Strategic Planning, Interpersonal Skills, Agile",Machine Learning Engineer
229,Backend Developer (Principal),GlobalTech,Boston,Experienced individual needed to help scale our operations globally.,"Trello, Java, REST API, Excel, Innovation, Emotional Intelligence, Django, Agile, SQL, Python",Backend Developer
4961,QA Lead (Senior),CloudNine,Austin,QA Lead position with growth opportunities.,"Project Coordination, Quality, Continuous Learning, Data Entry, Adaptability, Basic HTML, Remote Work, Team Leadership, Strategy",QA Lead
2592,MLOps Engineer (Junior),GlobalTech,Chicago,We are hiring! Come build the future with our industry leading team.,"Docker, Feature Store, Kubernetes, Kubeflow, Model Monitoring, Python",MLOps Engineer
4042,Application Security Engineer (Mid-level),DigitalEdge,Austin,"Strategic thinker required for this dynamic, challenging position.","Application Security, Conflict Resolution, Excel, Penetration Testing, Critical Thinking, OWASP, Security, Creativity, Strategic Planning, DevSecOps",Application Security Engineer
2034,Computer Vision Engineer (Junior),DataDriven,Singapore,"Strategic thinker required for this dynamic, challenging position.","OpenCV, TensorFlow, Customer Focus, Critical Thinking, CNN, Presentation Skills, Analytical Skills, Emotional Intelligence, WordPress, Image Segmentation",Computer Vision Engineer
8112,Game Developer (Junior),SysTech,London,"Strategic thinker required for this dynamic, challenging position.","C#, 3D Development, C++, Customer Focus, Adaptability, Creativity, Data Entry, Collaboration",Game Developer
6019,Project Manager (Junior),CodeFactory,Seattle,Looking for a skilled Project Manager to join our team.,"Team Work, Scrum, Risk Management, WordPress, Project Management, Time Management, Jira",Project Manager
5951,Technical Product Manager (Principal),MegaSoft,Singapore,Seeking a detail-oriented expert with a proven track record of success.,"Google Workspace, Continuous Learning, API, Roadmapping, Remote Work, Editing, Interpersonal Skills, System Design, SQL, Jira",Technical Product Manager
1221,React Native Developer (Senior),GlobalTech,Austin,We are hiring a talented React Native Developer for our growing team.,"Mobile, Multitasking, Writing, REST API, Microsoft Office, JavaScript, Remote Work, Critical Thinking, Asana, Editing",React Native Developer
4073,Application Security Engineer (Principal),CloudFirst,San Francisco,Seeking a passionate Application Security Engineer to drive innovation.,"Cross-functional, Problem Solving, Critical Thinking, Remote Work, Security, Presentation Skills, Slack",Application Security Engineer
4400,Database Administrator (Junior),NextGen,Toronto,Looking for a motivated professional to join our fast-paced environment.,"MySQL, Public Speaking, Documentation, Zoom, PostgreSQL, Negotiation, Customer Service, Replication, Research",Database Administrator
4046,Application Security Engineer (Lead),GlobalTech,Boston,We are hiring! Come build the future with our industry leading team.,"Application Security, Documentation, Emotional Intelligence, SAST, Critical Thinking, Security, Self-Motivated, WordPress, Secure Coding, Communication",Application Security Engineer
3347,Systems Administrator (Lead),SmartSolutions,Remote,Open position: Systems Administrator with competitive compensation.,"Customer Service, Collaboration, VMware, Data Analysis, Asana, Team Work, Basic HTML, Linux, Bash, Zoom, Networking",Systems Administrator
5742,Interaction Designer (Junior),TechCorp,Berlin,"Join our team to work on cross-functional, high-impact deliverables.","Multitasking, Cross-functional, UX, After Effects, Micro-interactions, User Flows, Work Ethic, Social Media, Time Management, Self-Motivated",Interaction Designer
7864,Blockchain Developer (Junior),DataDriven,Los Angeles,Seeking a detail-oriented expert with a proven track record of success.,"Blockchain, Multitasking, Customer Focus, Ethereum, NFT, DeFi, Conflict Resolution, Solidity, Adaptability, Cryptography, Mentoring, Social Media, Collaboration, Research, Smart Contracts",Blockchain Developer
6214,Agile Coach (Principal),DigitalEdge,Chicago,Seeking a passionate Agile Coach to drive innovation.,"Public Speaking, Project Coordination, Coaching, Team Building, Scrum, Lean, Organization, Trello, Presentation Skills, Attention to Detail, Facilitation, Self-Motivated",Agile Coach
4190,Information Security Analyst (Junior),MegaSoft,Bangalore,We are hiring! Come build the future with our industry leading team.,"Risk Assessment, Compliance, Security Policies, SOC 2, Audit, ISO 27001",Information Security Analyst
1774,Machine Learning Engineer (Lead),FutureSoft,Denver,Machine Learning Engineer position with growth opportunities.,"Public Speaking, Continuous Learning, Machine Learning, Mentoring, Critical Thinking, Team Work, Zoom, Slack",Machine Learning Engineer
2801,Business Intelligence Developer (Principal),DataDriven,London,We need an experienced Business Intelligence Developer for exciting projects.,"ETL, Data Warehousing, Critical Thinking, Editing, Data Analysis, Agile",Business Intelligence Developer
1409,AI/ML Engineer (Junior),DataMind,New York,We are hiring a talented AI/ML Engineer for our growing team.,"TensorFlow, Agile, Deep Learning, NumPy, Data Analysis, Creativity, Innovation, Keras, Communication, Computer Vision",AI/ML Engineer
6086,Scrum Master (Junior),TechCorp,Miami,Open position: Scrum Master with competitive compensation.,"Public Speaking, Organization, Sprint Planning, Problem Solving, Data Analysis, Negotiation, Remote Work, Team Coaching, Time Management, Facilitation, Agile",Scrum Master
6638,Business Intelligence Analyst (Mid-level),DigitalEdge,Miami,Experienced individual needed to help scale our operations globally.,"Power BI, Tableau, Public Speaking, Adaptability, Presentation Skills, Attention to Detail, Creativity, WordPress",Business Intelligence Analyst
7334,Solutions Architect (Senior),SysTech,London,Exciting opportunity for a Solutions Architect to make an impact.,"Technical Leadership, Integration, Decision Making, Data Analysis, Leadership, Azure, Architecture, Social Media, Microservices, Time Management, Work Ethic",Solutions Architect
5069,Manual Tester (Principal),CloudNine,Los Angeles,Looking for a motivated professional to join our fast-paced environment.,"Team Work, QA, Continuous Learning, Bug Tracking, Trello, Conflict Resolution, Manual Testing, Leadership, Editing, Test Cases",Manual Tester
1640,Data Analyst (Junior),AppMasters,Chicago,"Join our team to work on cross-functional, high-impact deliverables.","Power BI, Project Coordination, Customer Service, Google Workspace, Reporting, Data Visualization, Innovation, Work Ethic, Time Management, Basic HTML, Self-Motivated, SQL, Python",Data Analyst
3529,Cloud Architect (Mid-level),StartupX,Bangalore,Open position: Cloud Architect with competitive compensation.,"Google Workspace, Continuous Learning, Trello, Kubernetes, Data Analysis, Terraform, Azure, Mentoring, Microservices, Innovation, Slack",Cloud Architect
660,Web Developer (Lead),NetPro,New York,Exciting opportunity for a Web Developer to make an impact.,"MySQL, Google Workspace, Organization, JavaScript, Work Ethic, Remote Work, Editing, Basic HTML, Customer Service, Zoom",Web Developer
8445,Engineering Manager (Lead),SysTech,Los Angeles,Looking for a motivated professional to join our fast-paced environment.,"Organization, People Management, Conflict Resolution, Stakeholder Management, Hiring, Career Development, Negotiation, Mentoring",Engineering Manager
5708,Interaction Designer (Principal),MegaSoft,Denver,We are hiring a talented Interaction Designer for our growing team.,"Design Systems, Writing, After Effects, Micro-interactions, Remote Work, Asana, Interaction Design, Emotional Intelligence",Interaction Designer
7433,Enterprise Architect (Junior),WebWorks,Austin,Looking for a motivated professional to join our fast-paced environment.,"Governance, Multitasking, Cloud, Research, Digital Transformation, Agile, Strategy",Enterprise Architect
9619,IT Manager (Senior),DataMind,New York,Looking for a motivated professional to join our fast-paced environment.,"Operations, Vendor Management, Budget, Data Analysis, Team Leadership, Agile, Zoom, Strategy",IT Manager
1525,Data Scientist (Mid-level),SysTech,Los Angeles,Experienced individual needed to help scale our operations globally.,"Statistics, Machine Learning, Jupyter, Pandas, R",Data Scientist
3771,Release Engineer (Junior),SmartSolutions,Toronto,We are hiring a talented Release Engineer for our growing team.,"Cross-functional, Customer Focus, Organization, Git, CI/CD, Adaptability, Deployment, Attention to Detail, Automation, Zoom, Release Management",Release Engineer
963,iOS Developer (Mid-level),TechCorp,Remote,Join us as a iOS Developer and work on cutting-edge technology.,"Cross-functional, Xcode, UIKit, REST API, Documentation, Swift, SwiftUI, Remote Work, Analytical Skills, Data Analysis, Editing, Basic HTML, Core Data, CocoaPods",iOS Developer
7066,Technical Support Engineer (Lead),AppMasters,Denver,Exciting opportunity for a Technical Support Engineer to make an impact.,"API, Troubleshooting, Microsoft Office, Zoom, Negotiation, Linux, Jira",Technical Support Engineer
4798,SDET (Principal),DevHub,Chicago,Looking for a motivated professional to join our fast-paced environment.,"Docker, Java, Problem Solving, CI/CD, REST API Testing, Automation, Agile, Python, Communication",SDET
9068,SEO Specialist (Mid-level),TechCorp,Singapore,"Strategic thinker required for this dynamic, challenging position.","Content Strategy, Google Analytics, Conflict Resolution, Adaptability, Remote Work, SEO, Team Work, Slack",SEO Specialist
3671,Infrastructure Engineer (Mid-level),DataDriven,Los Angeles,Experienced individual needed to help scale our operations globally.,"Virtualization, Cloud, Monitoring, Adaptability, Asana, Work Ethic, Critical Thinking, Social Media, VMware, Linux, Self-Motivated, Slack",Infrastructure Engineer
8681,Tech Lead (Lead),WebWorks,Toronto,We need an experienced Tech Lead for exciting projects.,"Team Collaboration, Development, Code Review, Data Analysis, Emotional Intelligence, Zoom",Tech Lead
7818,Integration Architect (Senior),CloudNine,Los Angeles,Seeking a passionate Integration Architect to drive innovation.,"Middleware, API, Integration, Documentation, Architecture, Critical Thinking, Attention to Detail, Collaboration, Research",Integration Architect
9402,IT Consultant (Mid-level),AppMasters,London,Open position: IT Consultant with competitive compensation.,"Cross-functional, Cloud, Digital Transformation, Remote Work, Basic HTML, Business Analysis, Strategy, Slack",IT Consultant
1638,Data Analyst (Lead),MegaSoft,Miami,"Strategic thinker required for this dynamic, challenging position.","Power BI, Tableau, Statistics, Google Analytics, Reporting, SQL",Data Analyst
4675,QA Engineer (Mid-level),GlobalTech,San Francisco,QA Engineer position with growth opportunities.,"Customer Service, Team Work, Cypress, Continuous Learning, Cross-functional, Bug Tracking, Git, Data Entry, Time Management, Negotiation, Automation, Test Cases, Testing",QA Engineer
2527,AI Product Manager (Senior),FutureSoft,New York,Seeking a detail-oriented expert with a proven track record of success.,"AI Product, Product Management, Stakeholder Management, Zoom, Adaptability, Roadmapping, LLM, Work Ethic, Editing, Customer Service, Data Science, Strategy",AI Product Manager
7945,AR/VR Developer (Principal),CodeFactory,London,AR/VR Developer position with growth opportunities.,"Public Speaking, C#, Writing, Data Entry, Agile, Leadership, Unity, ARCore, Creativity, Emotional Intelligence",AR/VR Developer
9204,Sales Engineer (Mid-level),NetPro,Singapore,Experienced individual needed to help scale our operations globally.,"API, Microsoft Office, Pre-sales, Adaptability, Negotiation, Mentoring, Critical Thinking, Communication",Sales Engineer
1518,Data Scientist (Senior),DataDriven,London,"Strategic thinker required for this dynamic, challenging position.","Jupyter, Pandas, Python, NumPy",Data Scientist
5969,Technical Product Manager (Mid-level),StartupX,New York,Join us as a Technical Product Manager and work on cutting-edge technology.,"Google Workspace, Data Entry, Leadership, Creativity, Interpersonal Skills, System Design, Basic HTML, Agile",Technical Product Manager
2457,Generative AI Engineer (Senior),GlobalTech,Los Angeles,We are hiring a talented Generative AI Engineer for our growing team.,"Cross-functional, Writing, Decision Making, Transformers, Deep Learning, Fine-tuning, Social Media, PyTorch, Team Work, Slack",Generative AI Engineer
3007,Cloud Engineer (Junior),MegaSoft,Seattle,Cloud Engineer position with growth opportunities.,"Customer Service, Decision Making, Agile, Excel, Google Cloud, Azure, Presentation Skills, Linux, Innovation, WordPress",Cloud Engineer
2075,AI Research Scientist (Mid-level),InnovateTech,Boston,Seeking a passionate AI Research Scientist to drive innovation.,"Cross-functional, TensorFlow, PyTorch, Editing, Time Management, Mathematics, Strategic Planning, Communication",AI Research Scientist
2380,Generative AI Engineer (Lead),AppMasters,New York,We need an experienced Generative AI Engineer for exciting projects.,"Deep Learning, Excel, Zoom, Work Ethic, Mentoring, Social Media, Asana, Image Generation, Creativity, Generative AI, Stable Diffusion, Python",Generative AI Engineer
5298,Product Designer (Junior),SysTech,Berlin,Product Designer position with growth opportunities.,"Multitasking, Customer Focus, Decision Making, Negotiation, A/B Testing, User Research, Communication",Product Designer
587,Junior Developer (Principal),DevHub,Seattle,Open position: Junior Developer with competitive compensation.,"HTML/CSS, React, Git, Problem Solving, Leadership, Social Media, Emotional Intelligence, SQL, Communication",Junior Developer
8251,Robotics Engineer (Senior),NextGen,San Francisco,"Strategic thinker required for this dynamic, challenging position.","Embedded Systems, Control Systems",Robotics Engineer
8622,VP of Engineering (Lead),StartupX,London,Seeking a passionate VP of Engineering to drive innovation.,"Process Improvement, Hiring",VP of Engineering
7456,Enterprise Architect (Lead),StartupX,Miami,Experienced individual needed to help scale our operations globally.,"Cloud, Excel, Enterprise Architecture, Time Management, TOGAF, WordPress, Strategy",Enterprise Architect
6464,Product Owner (Lead),TechCorp,Bangalore,We are hiring! Come build the future with our industry leading team.,"Google Workspace, Scrum, Roadmapping, Mentoring, Social Media, Remote Work, Attention to Detail, Analytical Skills, Presentation Skills, Agile, Analytics",Product Owner
2312,LLM Engineer (Lead),DevHub,Denver,We are hiring! Come build the future with our industry leading team.,"OpenAI, Transformers, Problem Solving, Fine-tuning, Asana, LLM, Langchain, Data Analysis, Time Management, Hugging Face, Customer Service",LLM Engineer
3293,Platform Engineer (Senior),SysTech,Singapore,Experienced individual needed to help scale our operations globally.,"Public Speaking, Project Coordination, Cross-functional, Cloud, Kubernetes, Terraform, Service Mesh, Mentoring, Time Management, Self-Motivated",Platform Engineer
3897,Security Engineer (Senior),FutureSoft,Austin,Join us as a Security Engineer and work on cutting-edge technology.,"Customer Focus, Trello, Zoom, Security, Linux, SIEM, Slack",Security Engineer
6076,Project Manager (Junior),WebWorks,New York,We are hiring a talented Project Manager for our growing team.,"Public Speaking, Google Workspace, Continuous Learning, Scrum, Microsoft Office, Adaptability, Project Management, Presentation Skills, Collaboration, Self-Motivated, Jira",Project Manager
2106,AI Research Scientist (Principal),GlobalTech,Berlin,Open position: AI Research Scientist with competitive compensation.,"TensorFlow, Machine Learning, Deep Learning, Negotiation, Strategic Planning, Publications, Mathematics, Zoom, Python, Slack",AI Research Scientist
9185,Sales Engineer (Senior),NetPro,Austin,Looking for a skilled Sales Engineer to join our team.,"Continuous Learning, Organization, Trello, Adaptability, Product Demo, Editing, Data Analysis, Critical Thinking, Innovation, Communication",Sales Engineer
